aX,aY,aZ,gX,gY,gZ
0.154,-0.542,2.563,359.314,-1037.292,-455.444
-0.634,-0.713,2.274,393.677,-1247.864,-501.404
-1.082,-0.628,1.730,349.304,-1308.289,-488.770
-1.175,-0.463,1.747,271.362,-1297.974,-460.449
-1.190,-0.449,1.531,322.876,-1247.620,-458.191
-1.126,-0.158,0.393,371.643,-1177.673,-451.111
-1.357,-0.076,-0.671,465.210,-976.196,-372.925
-1.710,-0.138,-1.237,472.351,-869.629,-313.904
-2.473,-0.219,-2.081,378.784,-716.858,-168.518
-2.432,-0.177,-3.060,202.759,-545.471,-46.753
-2.104,-0.328,-3.138,100.586,-424.194,-22.705
-1.846,-0.529,-2.985,-36.316,-83.435,32.654
-1.526,-0.733,-2.380,-77.698,243.347,22.583
-1.513,-0.740,-2.051,-97.107,378.296,-1.587
-1.533,-0.654,-1.526,-107.666,557.739,-38.391
-1.553,-0.318,-1.365,-122.742,645.813,-40.039
-1.573,-0.128,-1.355,-137.695,668.640,-23.193
-1.473,0.022,-1.318,-172.852,672.668,53.223
-1.318,0.009,-1.101,-235.840,661.133,137.634
-1.205,-0.025,-0.932,-265.137,650.024,185.852
-0.920,-0.204,-0.445,-318.481,590.637,279.480
-0.626,-0.340,-0.178,-320.984,552.246,342.163
-0.444,-0.345,0.010,-306.091,515.320,351.379
-0.012,-0.286,0.151,-256.531,461.792,337.097
0.429,-0.066,0.053,-206.543,385.071,308.716
0.612,0.052,-0.013,-175.720,343.689,289.185
0.814,0.264,-0.115,-117.432,312.683,237.000
0.829,0.343,-0.156,-80.017,317.139,187.073
0.818,0.334,-0.178,-68.298,323.181,164.307
0.794,0.304,-0.105,-49.622,315.491,121.521
0.802,0.306,-0.080,-33.203,287.292,87.097
0.811,0.298,-0.088,-26.428,266.907,73.547
0.803,0.316,-0.034,-15.869,228.394,53.589
0.796,0.312,-0.051,-5.188,192.261,45.532
0.806,0.307,-0.023,0.671,172.180,43.091
0.823,0.289,-0.025,10.559,137.207,45.532
0.835,0.225,-0.051,20.996,109.802,47.119
0.861,0.195,-0.043,27.832,98.083,45.105
0.870,0.173,-0.056,41.443,84.351,40.955
0.892,0.147,-0.090,51.819,78.064,34.607
0.895,0.132,-0.089,55.603,74.219,31.067
0.910,0.116,-0.130,59.265,64.941,24.292
0.889,0.098,-0.126,57.373,51.941,19.775
0.919,0.086,-0.152,55.115,45.593,19.287
0.926,0.071,-0.183,46.936,31.189,15.137
0.929,0.065,-0.213,37.476,16.296,13.428
0.930,0.065,-0.206,31.494,11.169,12.329
0.923,0.043,-0.209,19.531,2.075,12.268
0.928,0.042,-0.199,11.475,-1.831,10.620
0.936,0.060,-0.191,8.972,-1.526,9.949
0.943,0.101,-0.176,6.836,-0.854,6.165
0.944,0.115,-0.162,7.629,1.465,2.502
0.934,0.110,-0.119,8.362,2.075,2.808
0.961,0.124,-0.149,14.221,-0.427,2.319
0.977,0.117,-0.177,20.386,-6.897,2.747
0.986,0.124,-0.194,21.118,-10.498,3.296
1.017,0.115,-0.222,19.775,-19.104,4.150
1.004,0.103,-0.253,14.893,-25.940,2.319
1.026,0.107,-0.238,13.428,-28.381,-0.732
1.000,0.106,-0.283,10.376,-29.968,-7.568
0.982,0.114,-0.257,10.437,-28.015,-15.625
0.979,0.119,-0.265,12.146,-25.452,-19.165
0.957,0.132,-0.248,19.531,-20.874,-25.330
0.944,0.154,-0.254,29.175,-17.456,-29.114
0.919,0.156,-0.266,31.860,-16.296,-28.015
0.891,0.154,-0.282,34.973,-17.334,-26.428
0.906,0.139,-0.310,36.316,-21.057,-22.949
0.884,0.125,-0.334,35.828,-24.902,-20.447
0.903,0.113,-0.340,33.142,-32.959,-16.907
0.894,0.107,-0.338,32.715,-36.377,-17.395
0.897,0.105,-0.361,32.471,-36.133,-19.409
0.895,0.084,-0.369,34.668,-33.020,-24.414
0.881,0.090,-0.377,34.973,-28.076,-29.480
0.859,0.115,-0.414,33.630,-25.818,-31.128
0.830,0.113,-0.423,27.893,-22.522,-33.264
0.825,0.118,-0.415,18.738,-22.400,-30.823
0.818,0.123,-0.409,15.076,-22.949,-29.602
0.812,0.126,-0.390,9.033,-22.095,-23.376
0.836,0.135,-0.387,8.972,-20.142,-21.973
0.843,0.147,-0.393,8.423,-13.977,-20.508
0.842,0.141,-0.391,8.667,-10.010,-19.226
0.858,0.140,-0.376,9.094,-7.141,-18.494
0.859,0.146,-0.397,9.827,-3.113,-18.433
0.850,0.162,-0.375,9.094,0.488,-16.418

1.819,0.007,0.903,49.316,-169.006,-96.313
1.683,-0.094,1.161,76.782,-279.358,-138.916
1.182,-0.042,1.442,138.489,-595.459,-217.346
0.640,-0.215,1.303,157.227,-913.635,-255.676
0.238,-0.359,1.300,138.123,-1040.588,-268.188
-0.254,-0.481,1.263,81.177,-1250.427,-271.118
-0.490,-0.478,1.346,80.383,-1303.955,-285.461
-0.590,-0.440,1.218,127.686,-1274.170,-305.603
-0.642,-0.368,0.514,267.639,-1136.353,-356.018
-1.106,-0.436,-0.370,381.958,-957.031,-376.526
-1.361,-0.365,-0.809,395.935,-888.367,-354.919
-2.021,-0.169,-1.751,320.435,-783.325,-265.747
-2.525,0.015,-2.921,150.940,-638.855,-128.845
-2.750,0.136,-3.514,60.486,-470.337,-69.946
-2.545,0.135,-3.736,-54.993,-29.053,-12.207
-2.084,-0.380,-3.000,-145.935,325.867,18.616
-1.842,-0.593,-2.545,-212.158,450.989,22.278
-1.603,-0.721,-1.770,-291.443,639.160,-20.691
-1.530,-0.735,-1.424,-278.931,855.591,-75.378
-1.686,-0.586,-1.362,-261.658,944.824,-94.482
-1.926,-0.419,-1.150,-262.756,1049.683,-59.265
-1.851,-0.351,-0.628,-286.987,1078.979,60.791
-1.763,-0.398,-0.397,-305.481,1060.913,138.428
-1.473,-0.500,0.004,-352.844,944.336,278.381
-0.907,-0.691,0.302,-376.953,753.540,349.548
-0.509,-0.669,0.411,-378.723,657.715,363.953
0.589,-0.418,0.838,-343.567,484.985,377.563
2.384,0.232,1.357,-239.380,254.395,296.875
3.003,0.336,1.604,-162.781,112.122,204.712
2.696,0.135,1.928,17.883,-268.311,-58.594
0.860,-0.316,1.811,174.561,-732.910,-288.391
0.119,-0.381,1.594,219.788,-943.054,-346.069
-0.499,-0.256,1.664,185.242,-1181.641,-395.325
-0.732,-0.378,1.861,185.059,-1234.741,-462.402
-0.999,-0.474,1.576,221.680,-1218.689,-497.925
-1.285,-0.191,0.518,338.806,-1117.981,-507.629
-1.334,0.082,-0.169,432.190,-953.247,-442.993
-2.167,0.198,-1.435,438.782,-866.211,-382.690
-2.939,0.536,-2.527,351.562,-666.626,-195.801
-2.810,0.530,-2.913,237.061,-454.346,-29.175
-2.596,0.147,-2.916,166.138,-289.185,55.420
-2.061,-0.526,-2.509,102.234,-13.306,205.444
-1.455,-0.514,-2.398,-16.052,172.119,211.914
-0.678,-0.833,-1.685,-73.364,246.155,186.340
-0.477,-0.739,-1.029,-129.883,369.263,94.482
-0.473,-0.624,-0.853,-112.366,449.219,-17.151
-0.628,-0.295,-0.886,-96.985,468.811,-54.199
-0.797,-0.014,-1.074,-92.407,485.474,-60.791
-0.849,0.122,-1.145,-93.140,483.582,-41.992
-0.920,0.209,-1.222,-114.990,470.154,28.503
-0.855,0.162,-1.174,-160.645,430.054,117.554
-0.763,0.152,-1.105,-185.791,414.307,159.485
-0.579,0.079,-0.988,-217.590,409.180,229.065
-0.318,-0.030,-0.814,-214.905,428.833,269.226
-0.212,-0.088,-0.650,-203.308,440.125,275.208
-0.014,-0.090,-0.393,-176.697,455.017,258.972
0.118,-0.040,-0.198,-147.156,445.007,217.041
0.253,0.014,-0.197,-125.488,425.659,198.669
0.429,0.121,-0.214,-76.538,367.065,158.875
0.581,0.201,-0.292,-31.067,315.247,114.014
0.623,0.267,-0.296,-15.625,296.021,93.750
0.636,0.299,-0.344,4.150,261.353,57.434
0.627,0.301,-0.374,11.169,229.614,31.982
0.620,0.297,-0.361,11.902,215.637,21.484
0.569,0.297,-0.348,13.123,192.139,8.606
0.564,0.294,-0.325,17.395,164.551,6.775
0.549,0.282,-0.331,20.508,150.696,7.263
0.606,0.258,-0.340,25.085,125.488,14.465
0.671,0.246,-0.353,27.283,110.229,18.250
0.679,0.233,-0.357,30.029,106.018,18.311
0.712,0.181,-0.376,36.743,99.121,18.188
0.729,0.185,-0.400,41.443,92.896,19.226
0.735,0.144,-0.404,42.847,90.454,18.799
0.779,0.137,-0.440,41.809,86.243,19.043
0.802,0.143,-0.438,38.513,82.397,18.127
0.816,0.136,-0.434,34.973,79.834,17.273
0.835,0.139,-0.448,23.132,69.214,18.494
0.869,0.168,-0.416,9.033,57.373,18.494
0.872,0.164,-0.409,1.038,52.002,16.968
0.876,0.161,-0.404,-13.184,46.082,16.541
0.872,0.180,-0.357,-19.531,37.659,15.015
0.884,0.191,-0.331,-19.836,32.715,13.916
0.885,0.198,-0.332,-19.958,24.170,13.367
0.889,0.205,-0.286,-14.771,19.531,12.756
0.910,0.206,-0.300,-10.681,16.541,11.719
0.903,0.192,-0.302,-3.113,10.559,7.690
0.893,0.178,-0.302,4.700,4.700,4.211
0.902,0.184,-0.320,10.193,3.357,1.038
0.906,0.189,-0.350,20.142,1.282,-6.104
0.885,0.162,-0.363,26.672,-1.587,-12.512
0.892,0.176,-0.378,29.175,-3.601,-15.930
0.851,0.165,-0.403,32.349,-8.240,-19.470
0.845,0.156,-0.420,32.166,-13.855,-18.799
0.836,0.164,-0.410,32.227,-16.235,-19.226
0.815,0.138,-0.441,33.386,-18.066,-18.372
0.825,0.135,-0.470,32.898,-18.311,-17.334
0.813,0.135,-0.498,32.349,-18.555,-16.296
0.801,0.136,-0.497,29.724,-19.287,-14.954
0.805,0.124,-0.525,26.245,-19.836,-14.343
0.814,0.127,-0.514,23.682,-19.836,-14.038
0.816,0.116,-0.530,19.287,-15.930,-15.442
0.794,0.137,-0.533,15.503,-12.329,-18.860
0.794,0.140,-0.510,13.245,-10.132,-18.372
0.782,0.152,-0.498,9.216,-5.493,-17.700
0.775,0.158,-0.491,7.263,-4.639,-16.296
0.789,0.150,-0.488,4.700,-4.089,-14.282
0.782,0.167,-0.474,2.319,-4.761,-11.292
0.792,0.180,-0.469,-0.488,-6.104,-8.240
0.786,0.168,-0.463,-0.549,-7.141,-9.094
0.805,0.160,-0.456,1.099,-5.432,-9.094
0.810,0.190,-0.460,4.700,-3.296,-10.437
0.793,0.180,-0.449,6.775,-2.808,-11.353
0.798,0.195,-0.455,9.033,-2.075,-12.817
0.805,0.209,-0.448,11.414,-0.183,-13.428
0.792,0.197,-0.458,11.719,0.244,-13.489
0.805,0.204,-0.461,12.268,-0.793,-10.803
0.812,0.197,-0.455,10.742,-0.427,-9.399
0.802,0.199,-0.467,10.132,0.488,-8.667
0.799,0.190,-0.463,7.874,-0.183,-6.348

1.786,-0.015,1.004,-45.227,46.692,85.144
2.152,-0.021,1.251,-16.663,-39.490,56.702
2.606,-0.085,1.818,63.660,-317.688,-54.688
2.186,-0.319,2.048,160.828,-722.595,-227.844
1.294,-0.573,2.098,193.420,-924.011,-313.904
-0.501,-1.068,1.794,187.439,-1276.245,-374.023
-0.767,-0.733,1.852,68.359,-1508.301,-346.802
-0.774,-0.708,2.240,48.828,-1520.081,-353.210
-0.937,-0.785,1.997,170.349,-1446.777,-454.346
-1.197,-0.889,0.681,361.816,-1248.474,-510.620
-1.425,-0.833,-0.052,437.439,-1143.921,-506.531
-2.541,-0.738,-1.378,443.359,-1016.418,-433.655
-3.156,0.016,-2.711,327.332,-900.085,-241.638
-3.485,0.135,-2.978,253.052,-770.691,-137.451
-3.442,0.053,-3.386,155.396,-378.174,48.279
-2.834,-0.440,-2.943,36.987,51.575,175.476
-2.302,-0.787,-2.491,-39.185,221.008,220.032
-1.365,-1.299,-1.768,-184.570,414.917,226.868
-0.911,-1.224,-1.283,-257.751,593.323,119.934
-0.914,-1.141,-1.195,-260.254,696.655,27.466
-1.246,-0.967,-1.342,-235.291,907.837,-153.198
-1.545,-0.752,-1.507,-236.633,1044.250,-247.498
-2.023,-0.410,-1.524,-251.953,1095.642,-240.356
-2.189,-0.159,-1.110,-268.066,1174.133,-125.671
-2.249,-0.112,-0.829,-311.157,1168.457,65.979
-2.022,-0.251,-0.039,-333.191,1144.897,169.189
-1.455,-0.650,0.472,-407.532,994.202,320.984
-1.137,-0.834,0.612,-455.078,731.995,394.714
-0.309,-0.830,0.860,-462.708,630.066,414.551
0.880,-0.348,1.159,-436.096,444.580,425.842
1.572,-0.236,1.319,-327.087,257.019,356.934
2.788,0.046,1.750,-237.854,179.810,287.842
3.542,0.295,1.883,-36.621,-71.411,42.603
3.177,0.112,1.913,35.522,-247.986,-110.107
1.300,-0.296,1.982,123.901,-680.725,-356.262
-0.501,-0.542,2.021,147.949,-1091.125,-424.561
-0.954,-0.635,1.954,133.911,-1250.488,-423.340
-1.119,-0.590,2.035,86.365,-1417.236,-416.199
-0.792,-0.542,2.113,146.423,-1363.037,-482.178
-0.991,-0.621,1.753,219.116,-1276.184,-533.997
-1.308,-0.539,0.562,383.606,-1085.938,-561.707
-1.528,-0.250,-0.645,489.014,-891.907,-482.971
-1.952,-0.381,-1.156,494.812,-811.829,-417.847
-2.963,-0.105,-2.056,386.414,-715.637,-221.924
-2.911,0.540,-2.840,179.749,-611.084,-40.161
-2.907,0.215,-3.033,104.736,-488.220,9.033
-2.600,-0.128,-2.545,49.622,-203.186,105.347
-1.783,-0.555,-2.000,41.321,48.584,185.303
-1.506,-0.750,-1.665,3.479,156.860,198.669
-0.935,-1.026,-1.147,-69.458,254.761,171.997
-0.808,-0.916,-0.880,-130.127,294.983,104.248
-0.804,-0.785,-0.879,-134.766,322.144,62.561
-0.884,-0.492,-1.007,-121.216,385.864,-18.738
-0.996,-0.301,-1.203,-113.037,454.773,-39.612
-1.029,-0.177,-1.232,-122.803,488.220,-30.640
-1.044,-0.057,-1.304,-163.147,559.204,1.099
-1.024,0.064,-1.437,-182.678,579.834,28.442
-1.055,0.033,-1.295,-185.486,581.360,29.297
-0.964,-0.014,-1.054,-172.363,553.223,20.569
-0.813,-0.022,-0.773,-133.728,473.999,43.152
-0.664,0.015,-0.607,-117.065,453.674,65.430
-0.405,0.046,-0.447,-100.891,440.308,109.985
-0.195,0.069,-0.326,-96.863,430.115,141.785
-0.069,0.094,-0.309,-91.919,407.104,153.503
0.116,0.132,-0.333,-83.252,331.116,156.250
0.301,0.140,-0.404,-76.904,244.629,137.634
0.375,0.161,-0.415,-72.998,209.412,122.437
0.475,0.194,-0.459,-60.364,157.471,89.539
0.572,0.245,-0.464,-42.236,133.362,52.612
0.547,0.260,-0.461,-33.203,133.728,28.748
0.527,0.261,-0.449,-11.475,136.047,0.488
0.458,0.250,-0.444,7.996,135.315,-17.273
0.486,0.295,-0.445,14.160,129.333,-20.325
0.454,0.266,-0.436,21.423,114.319,-26.794
0.486,0.290,-0.484,22.400,94.849,-22.034
0.508,0.291,-0.493,20.447,84.595,-17.456
0.550,0.290,-0.513,14.954,70.313,-8.667
0.587,0.292,-0.536,8.545,62.561,0.427
0.607,0.263,-0.553,5.188,60.852,6.531
0.652,0.273,-0.546,-1.709,56.641,14.954
0.695,0.249,-0.541,-3.723,53.040,21.667
0.719,0.242,-0.531,-3.174,51.636,21.423
0.758,0.252,-0.540,0.732,53.162,22.827
0.778,0.246,-0.561,4.211,52.856,20.569
0.804,0.258,-0.549,5.066,51.147,19.287
0.811,0.232,-0.585,9.888,47.302,13.855
0.821,0.245,-0.585,17.517,44.373,5.920
0.823,0.233,-0.610,19.714,39.856,2.502
0.777,0.276,-0.617,20.447,30.029,-4.211
0.801,0.263,-0.609,25.574,24.475,-4.211
0.781,0.264,-0.635,26.794,19.836,-7.629
0.752,0.246,-0.671,27.466,9.766,-11.047
0.766,0.254,-0.683,27.466,1.465,-14.282
0.720,0.233,-0.662,27.222,-0.122,-14.648
0.703,0.218,-0.677,27.222,-5.127,-13.794
0.673,0.217,-0.669,24.719,-8.057,-13.123
0.675,0.195,-0.657,25.818,-9.277,-13.916
0.669,0.192,-0.674,26.733,-5.066,-16.235
0.657,0.204,-0.677,28.931,0.427,-21.301
0.635,0.199,-0.676,28.809,2.380,-22.583
0.612,0.197,-0.649,29.541,5.066,-21.240
0.587,0.199,-0.628,29.602,4.700,-20.996
0.579,0.205,-0.635,27.100,3.784,-17.334
0.580,0.200,-0.613,25.574,2.502,-13.245
0.579,0.186,-0.624,23.193,0.427,-10.986
0.581,0.171,-0.607,18.860,-1.648,-7.263
0.594,0.158,-0.603,17.883,-2.014,-6.653
0.592,0.160,-0.598,18.433,-0.793,-7.568
0.592,0.163,-0.613,20.447,1.038,-10.803
0.600,0.145,-0.627,23.254,2.563,-14.282
0.599,0.146,-0.612,23.132,3.174,-16.846
0.602,0.158,-0.645,21.973,2.502,-16.296
0.591,0.140,-0.663,19.653,0.122,-17.151
0.607,0.157,-0.642,17.639,-1.343,-16.968
0.591,0.151,-0.638,12.085,-1.953,-14.221
0.596,0.157,-0.676,9.705,-1.160,-13.672
0.603,0.155,-0.653,8.423,-0.671,-13.062
0.600,0.156,-0.633,6.653,1.404,-11.841
0.607,0.153,-0.624,4.639,2.258,-9.888

1.934,0.006,1.060,-88.989,74.951,93.445
2.332,0.061,1.419,-71.167,-31.982,47.302
2.708,0.120,2.091,3.418,-353.821,-133.545
1.610,-0.141,2.434,105.164,-763.733,-331.787
0.688,-0.309,2.551,148.254,-956.055,-384.888
-0.629,-0.669,2.423,194.214,-1279.053,-424.011
-0.766,-0.756,2.436,205.261,-1468.750,-418.823
-0.703,-0.747,2.397,239.746,-1479.614,-443.176
-1.108,-0.820,1.587,362.732,-1391.296,-518.311
-1.309,-0.766,0.396,501.404,-1203.430,-503.845
-1.621,-0.814,-0.042,550.354,-1104.126,-472.107
-2.744,-0.884,-1.231,553.772,-975.342,-372.498
-3.581,-0.583,-2.522,403.687,-885.620,-183.044
-3.723,-0.502,-2.972,318.726,-786.255,-79.285
-3.633,-0.758,-3.335,176.941,-401.306,72.144
-2.990,-1.367,-2.916,24.475,40.710,159.058
-2.448,-1.716,-2.467,-68.604,212.708,180.237
-1.645,-1.984,-1.560,-232.422,398.743,144.165
-1.465,-1.668,-1.141,-290.710,593.994,-18.799
-1.666,-1.582,-1.176,-276.489,706.360,-119.080
-2.136,-1.175,-1.452,-264.160,877.625,-247.131
-2.471,-0.668,-1.737,-311.096,944.031,-250.366
-2.515,-0.471,-1.688,-349.365,984.253,-200.256
-2.501,-0.331,-1.172,-411.011,1086.731,-37.598
-2.380,-0.514,-0.317,-479.004,1131.287,155.518
-2.145,-0.667,0.058,-509.521,1102.661,240.723
-1.612,-1.028,0.705,-530.579,960.632,349.426
-0.695,-0.919,0.929,-494.568,739.075,379.150
-0.081,-0.747,1.144,-470.642,639.832,385.803
1.852,0.226,1.568,-390.747,386.536,364.258
3.107,0.619,1.976,-257.690,105.103,176.880
3.027,0.460,2.391,-177.490,-55.176,42.114
1.771,0.391,2.690,28.442,-558.350,-228.882
0.060,0.098,2.541,177.856,-979.309,-365.967
-0.391,-0.065,2.371,214.355,-1124.634,-386.230
-0.370,0.008,2.034,227.783,-1254.395,-420.593
-0.613,-0.162,1.964,277.222,-1203.857,-464.966
-0.971,-0.105,1.284,326.904,-1172.974,-459.045
-0.927,0.158,0.281,434.692,-1032.837,-420.227
-1.161,0.034,-0.133,531.067,-808.289,-340.820
-1.919,-0.112,-1.115,543.274,-734.558,-287.476
-2.645,-0.244,-2.104,448.059,-656.921,-129.395
-2.801,-0.330,-2.387,269.531,-539.673,47.241
-2.675,-0.811,-2.596,191.101,-429.687,105.896
-2.430,-0.964,-2.469,66.162,-144.531,140.747
-2.011,-1.128,-2.464,-42.542,144.348,98.206
-1.628,-1.116,-2.006,-93.445,280.762,78.186
-1.263,-0.963,-1.346,-164.612,444.397,13.733
-1.219,-0.812,-1.128,-180.176,489.441,-30.579
-1.164,-0.503,-1.016,-185.303,545.410,-96.130
-1.203,-0.199,-1.103,-182.983,587.585,-113.281
-1.256,-0.038,-1.217,-179.565,602.661,-102.905
-1.260,0.111,-1.270,-204.285,605.469,-36.133
-1.161,0.170,-1.154,-247.009,609.924,49.622
-1.086,0.125,-0.991,-266.785,613.525,94.177
-0.773,0.021,-0.650,-286.255,623.230,186.218
-0.463,0.025,-0.339,-293.945,613.708,258.301
-0.327,-0.032,-0.184,-283.813,591.187,275.879
-0.001,-0.045,-0.075,-236.877,518.311,289.124
0.282,0.038,-0.099,-188.477,433.594,264.282
0.394,0.096,-0.116,-162.048,384.583,243.530
0.592,0.196,-0.196,-111.877,304.810,204.834
0.707,0.313,-0.276,-71.899,261.658,164.368
0.745,0.333,-0.301,-56.396,246.155,140.076
0.740,0.337,-0.296,-34.851,228.088,99.731
0.669,0.326,-0.272,-16.602,205.017,70.801
0.648,0.336,-0.274,-7.202,191.101,60.730
0.676,0.321,-0.292,5.005,164.490,49.561
0.676,0.287,-0.308,14.709,143.738,39.124
0.669,0.285,-0.276,20.752,132.629,34.180
0.692,0.284,-0.330,27.649,113.403,32.593
0.711,0.250,-0.329,32.715,98.389,30.457
0.701,0.233,-0.337,34.607,93.323,28.992
0.732,0.227,-0.342,38.452,85.510,27.893
0.748,0.228,-0.363,38.879,84.839,26.550
0.757,0.192,-0.358,39.917,83.618,24.292
0.760,0.199,-0.345,36.072,83.435,23.926
0.799,0.198,-0.328,32.898,78.796,26.367
0.803,0.196,-0.335,30.457,73.364,24.109
0.815,0.182,-0.333,23.010,63.477,28.503
0.839,0.188,-0.325,9.277,52.551,32.776
0.844,0.185,-0.326,2.197,48.096,36.011
0.845,0.180,-0.282,-6.653,40.588,38.574
0.847,0.183,-0.250,-10.010,39.185,39.673
0.852,0.187,-0.226,-8.789,38.025,38.757
0.875,0.171,-0.209,-4.517,39.429,40.710
0.864,0.165,-0.209,1.404,40.955,36.194
0.882,0.156,-0.192,5.005,40.955,34.241
0.888,0.137,-0.203,14.648,43.579,30.823
0.894,0.117,-0.179,26.306,39.185,21.118
0.897,0.111,-0.207,28.198,36.682,20.874
0.905,0.100,-0.227,31.433,25.818,13.550
0.903,0.053,-0.237,30.212,12.573,6.592
0.907,0.050,-0.224,27.893,5.554,5.066
0.886,0.034,-0.238,25.696,-4.883,-2.197
0.872,0.043,-0.239,26.611,-11.719,-7.996
0.859,0.016,-0.234,26.001,-13.977,-10.986
0.825,0.024,-0.242,28.748,-16.357,-14.893
0.812,0.014,-0.257,28.992,-15.076,-12.451
0.797,0.001,-0.264,31.128,-14.832,-13.184
0.801,0.010,-0.266,31.616,-9.033,-7.141
0.824,0.024,-0.298,33.752,-6.897,-5.859
0.809,0.033,-0.296,31.799,-6.226,-1.831
0.845,0.011,-0.299,32.471,-6.042,1.953
0.857,0.009,-0.330,32.654,-5.493,5.005
0.851,0.020,-0.341,33.020,-5.676,5.798
0.891,0.006,-0.335,33.081,-6.592,6.958
0.914,0.006,-0.360,32.166,-12.634,2.625
0.928,-0.008,-0.394,30.273,-16.724,0.244
0.932,-0.002,-0.398,27.405,-22.522,-3.052
0.936,0.002,-0.408,27.100,-27.588,-9.094
0.919,0.007,-0.456,27.893,-28.076,-11.902
0.943,0.012,-0.500,27.039,-27.588,-14.343
0.935,0.002,-0.499,22.766,-21.851,-20.203
0.878,-0.016,-0.462,18.188,-18.372,-23.743
0.843,0.033,-0.429,5.371,-10.986,-25.513
0.852,0.039,-0.391,0.793,-8.972,-23.926
0.838,0.054,-0.338,-4.150,-7.324,-15.320
0.853,0.065,-0.333,-2.502,-5.859,-12.512

1.529,-0.326,1.000,-46.509,261.536,184.937
1.695,-0.350,1.089,-11.841,236.633,152.588
1.988,-0.431,1.347,66.406,171.570,69.397
2.065,-0.485,1.601,126.526,47.485,-37.048
2.058,-0.465,1.753,147.705,-50.232,-107.727
2.014,-0.398,2.012,173.035,-343.689,-243.530
1.604,-0.413,2.366,176.086,-723.755,-380.615
1.068,-0.586,2.589,167.480,-921.631,-424.744
0.097,-0.656,2.775,151.733,-1314.636,-441.528
-0.635,-1.090,3.422,129.883,-1578.613,-461.182
-0.973,-1.424,3.676,172.913,-1665.100,-489.746
-0.949,-1.360,3.371,338.257,-1648.376,-575.684
-1.834,-1.536,2.046,550.964,-1465.149,-644.165
-1.942,-1.311,1.284,636.719,-1383.850,-612.854
-2.829,-1.077,-0.064,704.041,-1188.965,-479.004
-4.000,-0.857,-1.880,618.103,-1133.423,-272.949
-4.000,-0.527,-2.787,508.911,-1103.271,-128.479
-4.000,-0.261,-3.654,316.162,-742.310,127.625
-3.902,-0.938,-3.309,182.739,-111.877,283.630
-3.081,-1.454,-2.927,84.595,139.526,330.627
-1.559,-2.084,-1.917,-176.270,386.475,333.252
-1.016,-1.986,-0.983,-335.205,613.770,129.211
-1.160,-1.768,-0.891,-338.135,752.686,-17.456
-1.992,-1.354,-1.255,-297.180,1036.011,-276.733
-2.546,-0.762,-1.512,-290.161,1177.124,-332.703
-2.657,-0.594,-1.431,-306.030,1216.187,-291.016
-2.841,-0.495,-1.000,-331.055,1292.236,-103.333
-2.697,-0.636,-0.257,-418.640,1321.777,146.729
-2.353,-0.922,0.117,-479.431,1287.781,246.216
-1.866,-1.523,0.754,-549.133,1120.972,341.675
-0.897,-1.209,1.299,-534.668,972.717,391.235
-0.184,-0.805,1.586,-499.512,863.220,407.776
1.772,-0.104,2.364,-371.155,584.961,380.981
3.969,0.865,3.183,-155.945,219.910,220.093
3.911,0.785,3.115,-35.583,-75.989,53.650
2.057,0.011,2.621,132.446,-682.007,-267.883
0.297,-0.078,2.397,180.054,-1136.719,-426.819
-0.313,-0.178,2.446,158.630,-1326.660,-439.209
-0.969,-0.481,2.823,92.407,-1586.670,-393.982
-0.978,-0.493,2.915,174.194,-1609.863,-420.532
-1.404,-0.652,2.319,277.649,-1552.979,-465.637
-1.474,-0.387,0.575,493.896,-1353.394,-466.003
-1.666,-0.413,-0.049,651.611,-1044.617,-383.301
-3.186,-0.744,-1.505,671.204,-935.486,-312.012
-3.930,-0.211,-3.412,494.690,-853.394,-82.581
-3.592,-0.150,-4.000,124.023,-527.405,128.784
-2.888,-0.271,-4.000,2.869,-338.867,158.508
-2.052,-0.802,-3.004,-107.422,145.691,139.404
-1.505,-1.016,-2.431,-179.138,482.300,69.946
-0.960,-1.374,-1.103,-206.909,546.326,23.010
-0.862,-1.028,-0.544,-216.675,615.540,-75.684
-0.937,-0.896,-0.508,-201.599,615.723,-118.286
-1.098,-0.419,-0.779,-150.818,604.187,-155.396
-1.350,-0.080,-1.274,-134.155,576.050,-99.609
-1.215,-0.040,-1.321,-162.781,541.809,-38.574
-1.117,-0.032,-1.251,-234.863,511.536,74.707
-0.928,-0.045,-1.046,-260.071,514.404,144.470
-0.848,-0.152,-0.892,-264.404,520.874,174.438
-0.544,-0.208,-0.581,-263.062,537.720,223.511
-0.329,-0.202,-0.383,-229.553,535.034,229.919
-0.152,-0.166,-0.377,-201.721,529.541,227.722
0.159,-0.060,-0.354,-149.048,482.544,202.148
0.355,0.121,-0.344,-105.103,423.950,167.542
0.416,0.158,-0.379,-84.717,390.869,149.841
0.527,0.209,-0.444,-57.007,336.670,116.516
0.551,0.235,-0.494,-41.016,302.490,80.322
0.574,0.284,-0.415,-36.499,289.856,65.857
0.528,0.302,-0.343,-22.278,275.940,43.030
0.537,0.308,-0.292,-8.728,245.605,38.879
0.554,0.285,-0.278,-4.272,226.196,38.391
0.614,0.277,-0.277,-3.967,192.017,44.189
0.691,0.278,-0.260,-3.662,168.518,48.096
0.706,0.259,-0.233,-4.211,160.339,48.279
0.687,0.236,-0.208,0.671,150.696,44.373
