aX,aY,aZ,gX,gY,gZ
0.729,0.229,-0.181,9.827,140.259,41.321
0.752,0.217,-0.167,13.916,133.667,40.161
0.788,0.187,-0.167,20.081,123.596,38.574
0.809,0.179,-0.198,23.010,111.877,33.264
0.813,0.168,-0.189,23.682,105.530,30.945
0.820,0.144,-0.198,24.841,94.360,23.499
0.786,0.137,-0.154,20.203,85.266,17.151
0.786,0.147,-0.153,16.907,81.604,15.320
0.810,0.135,-0.145,7.507,68.298,16.785
0.839,0.126,-0.114,-0.183,52.856,20.203
0.838,0.106,-0.112,-2.930,45.715,21.667
0.850,0.078,-0.087,-7.446,34.119,25.940
0.857,0.047,-0.090,-8.301,27.039,29.175
0.866,0.037,-0.102,-7.568,24.292,30.579
0.871,0.005,-0.089,-3.235,18.188,32.715
0.885,-0.058,-0.109,-0.854,14.526,33.813
0.905,-0.062,-0.124,0.244,13.367,32.288
0.963,-0.095,-0.137,-0.977,11.353,21.484
1.029,-0.100,-0.139,-2.136,4.211,0.183
1.028,-0.090,-0.166,-2.930,-1.770,-11.536
1.042,-0.046,-0.160,-4.333,-10.254,-23.926
1.036,-0.027,-0.161,0.061,-15.442,-36.377
1.053,-0.031,-0.153,4.395,-18.860,-40.344
1.029,0.022,-0.202,16.235,-23.437,-50.537
1.015,0.053,-0.231,25.574,-23.743,-54.260
1.014,0.060,-0.261,27.588,-23.071,-54.504
1.009,0.059,-0.274,30.396,-20.691,-52.124
0.994,0.073,-0.303,32.227,-19.836,-47.058
0.989,0.074,-0.309,29.907,-18.494,-44.128
0.982,0.090,-0.340,25.574,-16.418,-37.842
0.974,0.104,-0.336,19.897,-13.245,-32.654
0.979,0.134,-0.335,16.479,-11.597,-28.320
0.940,0.156,-0.330,10.071,-10.620,-23.254
0.904,0.159,-0.334,5.188,-10.925,-18.677
0.884,0.177,-0.327,4.333,-11.780,-16.296
0.878,0.170,-0.319,5.310,-9.521,-10.742
0.886,0.166,-0.326,8.545,-4.761,-8.057
0.866,0.155,-0.328,11.841,-3.967,-6.409
0.863,0.163,-0.328,18.005,-0.427,-8.423
0.856,0.149,-0.333,21.729,3.174,-8.423
0.862,0.116,-0.346,23.071,4.944,-8.789
0.862,0.114,-0.366,23.682,7.141,-10.254
0.870,0.107,-0.346,20.874,7.446,-13.916
0.854,0.115,-0.374,19.348,5.371,-13.977
0.864,0.094,-0.362,12.512,1.526,-13.184

1.776,-0.076,1.128,-24.475,190.063,110.229
2.016,-0.151,1.339,-4.761,131.714,68.909
2.333,-0.227,1.699,72.449,-1.038,-40.222
2.179,-0.282,1.915,181.580,-198.242,-183.228
1.894,-0.284,1.962,233.521,-326.782,-248.169
0.631,-0.338,2.160,265.503,-692.200,-320.496
-0.399,-0.388,2.228,228.516,-1087.891,-257.568
-0.657,-0.392,2.209,210.205,-1266.785,-209.106
-0.716,-0.488,2.079,175.293,-1519.653,-150.696
-0.562,-0.553,1.891,201.355,-1557.861,-188.843
-0.852,-0.770,1.852,247.375,-1498.596,-228.271
-1.470,-0.968,1.223,375.366,-1369.751,-280.762
-1.726,-0.908,0.123,463.989,-1252.747,-296.875
-2.097,-0.848,-0.437,467.957,-1192.749,-291.382
-2.951,-0.569,-1.779,424.377,-1055.786,-216.675
-3.519,-0.302,-3.026,296.875,-823.547,-68.787
-3.630,-0.304,-3.611,211.914,-657.837,4.944
-3.182,-0.499,-3.833,55.115,-241.150,104.248
-2.378,-1.190,-2.973,-110.168,179.993,132.263
-1.812,-1.463,-2.304,-191.711,311.340,124.084
-1.349,-1.550,-1.515,-278.931,577.515,34.790
-1.374,-1.346,-1.225,-274.719,841.919,-119.934
-1.590,-1.200,-1.251,-256.104,942.566,-194.397
-2.050,-0.789,-1.540,-242.920,1078.552,-255.066
-2.244,-0.508,-1.287,-260.010,1180.298,-172.302
-2.264,-0.496,-1.065,-261.536,1228.760,-97.046
-2.257,-0.448,-0.386,-314.392,1251.282,81.665
-2.027,-0.844,0.334,-406.616,1159.241,241.211
-1.830,-1.072,0.582,-432.190,1064.575,293.274
-0.850,-1.140,1.076,-446.777,869.324,352.051
0.763,-0.486,1.552,-409.363,614.014,360.229
1.903,-0.249,1.993,-357.239,439.758,335.632
3.807,0.307,2.403,-190.430,57.068,180.908
2.909,-0.034,2.279,4.089,-403.931,-143.555
1.662,-0.320,2.137,82.275,-610.229,-291.382
-0.413,-0.498,2.087,197.266,-1021.301,-415.039
-0.877,-0.419,1.955,185.730,-1349.304,-375.916
-1.007,-0.205,1.788,160.645,-1400.330,-353.271
-1.197,-0.319,1.661,200.256,-1356.934,-343.811
-1.227,-0.291,1.202,317.505,-1252.747,-338.745
-1.234,-0.278,0.130,371.155,-1167.969,-316.956
-1.557,-0.340,-0.873,445.129,-986.389,-261.292
-2.052,-0.305,-1.463,415.710,-837.158,-181.641
-2.452,-0.089,-2.809,321.106,-742.981,-128.784
-2.430,0.125,-3.643,63.599,-496.704,-32.532
-2.254,0.096,-3.636,-65.918,-302.490,-7.324
-1.996,-0.344,-3.155,-160.706,97.412,-14.648
-1.498,-0.385,-1.872,-116.882,309.021,-9.033
-1.282,-0.594,-1.477,-91.125,380.615,-10.681
-1.102,-0.688,-0.916,-99.548,488.464,-19.226
-0.945,-0.593,-0.754,-101.074,509.888,-28.809
-0.927,-0.494,-0.763,-109.009,506.653,-26.978
-1.027,-0.278,-1.062,-112.122,457.642,-3.418
-0.959,-0.181,-1.244,-149.292,422.546,51.270
-0.970,-0.137,-1.273,-183.472,411.438,82.153
-0.832,-0.193,-1.279,-232.361,442.139,155.029
-0.864,-0.150,-1.264,-226.562,521.179,182.556
-0.703,-0.176,-1.043,-224.060,543.274,199.829
-0.533,-0.338,-0.643,-206.726,543.152,201.721
-0.272,-0.325,-0.305,-150.208,511.536,182.983
-0.133,-0.260,-0.274,-120.422,492.920,175.171
0.123,-0.145,-0.259,-84.534,450.562,157.288
0.411,0.051,-0.390,-46.509,362.610,140.930
0.520,0.104,-0.471,-33.264,328.613,125.549
0.646,0.157,-0.552,-17.761,288.452,90.942
0.605,0.192,-0.592,-16.113,270.752,64.819
0.564,0.179,-0.583,-19.409,259.521,55.420
0.554,0.167,-0.560,-26.245,230.957,47.913
0.624,0.167,-0.523,-30.823,206.543,47.607
0.617,0.156,-0.502,-32.471,197.815,45.654
0.624,0.147,-0.418,-37.109,189.087,44.006
0.653,0.209,-0.350,-38.086,178.040,46.997
0.672,0.193,-0.326,-38.757,173.218,49.805
0.715,0.182,-0.245,-42.053,161.438,55.664
0.745,0.160,-0.202,-37.842,153.748,57.373
0.757,0.155,-0.169,-32.837,151.550,56.702
0.820,0.134,-0.143,-24.414,149.109,56.824
0.875,0.090,-0.091,-17.883,140.015,49.927
0.886,0.090,-0.077,-13.733,130.310,44.250
0.896,0.060,-0.062,-6.714,108.765,34.119
0.975,0.036,-0.086,-0.305,86.121,20.996
0.981,0.026,-0.085,3.784,76.172,12.756
0.980,0.016,-0.086,10.864,57.922,-2.930
0.957,0.008,-0.106,14.648,40.894,-14.465
0.929,0.012,-0.109,14.404,32.776,-16.907
0.900,0.021,-0.131,14.526,20.935,-16.907
0.890,-0.002,-0.142,10.803,13.611,-14.343
0.877,0.001,-0.148,10.071,12.878,-11.230
0.894,0.029,-0.158,8.606,14.343,-6.226
0.916,0.047,-0.162,5.859,14.160,0.122
0.902,0.041,-0.146,6.042,13.611,3.418
0.921,0.024,-0.136,8.606,15.564,4.700
0.945,0.017,-0.143,13.428,18.127,3.357
0.955,0.023,-0.133,18.555,20.264,0.793
0.963,-0.009,-0.185,27.100,25.452,-9.033
0.981,-0.019,-0.175,23.315,14.404,-12.024
0.942,-0.017,-0.197,24.597,13.306,-15.564
0.919,-0.039,-0.213,24.963,5.920,-19.470
0.915,-0.034,-0.236,20.691,-1.709,-23.254
0.889,-0.046,-0.231,16.785,-3.967,-24.719
0.880,-0.033,-0.258,11.475,-8.728,-22.766
0.886,-0.019,-0.254,4.822,-11.108,-21.362
0.886,-0.023,-0.242,2.869,-10.986,-20.447
0.897,0.004,-0.250,0.916,-11.230,-18.494
0.908,0.046,-0.275,0.671,-10.559,-16.418
0.907,0.045,-0.265,1.648,-8.179,-14.954
0.901,0.070,-0.284,5.615,-5.005,-16.113
0.908,0.086,-0.302,10.132,-2.808,-17.456
0.909,0.107,-0.285,10.986,-0.793,-16.968
0.908,0.118,-0.322,14.282,0.061,-15.137
0.900,0.132,-0.329,14.587,-0.610,-12.939
0.916,0.119,-0.348,13.672,-1.709,-13.000
0.911,0.135,-0.356,10.376,-4.761,-11.292
0.926,0.145,-0.362,6.714,-6.348,-9.338
0.925,0.148,-0.351,3.479,-6.897,-7.751
0.939,0.134,-0.341,2.502,-6.287,-6.470
0.942,0.142,-0.327,2.625,-6.470,-7.446
0.932,0.132,-0.307,5.371,-8.362,-9.155
0.935,0.119,-0.309,8.606,-8.972,-10.071
